,id,seeker_post,response_post,ER_label,IP_label,EX_label,conv_type
2990,2990,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",i changed to newsmax.,0,0,0,within
2991,2991,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",exactly.,0,2,0,within
2992,2992,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",snowflake needs a safe space,0,0,0,between
2993,2993,"i guarantee if you go back and start digging into it the trump campaign was spying on hillary.

trump's playbook is literally only projection of everything he's doing.",didn't trump ask the russians to spy on hillary's campaign and steal her emails ... once again it seems fine if the russians do it but if the  united states intel looks into some fishy people well..,0,0,0,within
2994,2994,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",🤣🤣,0,0,0,between
2995,2995,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",yeah  you’re only supposed to praise the supreme leader! everyone else is a libtard!!!1!,0,0,0,between
2996,2996,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",y'all are just allergic to the truth lol,0,0,0,between
2997,2997,"social security is protected. b/c pelosi wouldn't negotiate, trump called her bluff. now americans are getting the $ she was using as leverage. as chris wallace and a host of others noted, she overplayed her hand. a new bill will now be negotiated and she has no leverage.",she’s the worst.,0,2,0,within
2998,2998,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",so you're leaving fox news? where are you going to go? we know you won't watch pbs or cnn or discovery or history or god forbid the science channel. are you going to install a satellite dish so you can cut out the middleman and watch russia today or sputnik?,0,0,2,between
2999,2999,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",gotcha! when they don't say what you want to hear you will just change the channel to something that feeds your bias. it's no wonder you foxers are all in the dark and don't know what's going on in the real world.,0,0,0,between
3000,3000,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",fox is tired of looking like a racist white trash news outlet. trump will lose. they know it and are cleaning up their image. thank god!!! maybe i'll watch it again.,0,0,0,between
3001,3001,"fox...you need to remember who your loyal audience is.  stop with the liberal bs. we will leave you in the dust with cnn if you keep this up. donna brazile, juan williams, and chris wallace all on the panel. i honestly wondered what channel i was watching.",one way much? a much too much.,0,0,0,between
3002,3002,"what’s hilarious? angry  bashing the dem convention as a “dark, “fear mongering”, “radical” gathering... it was very benign... then again, skin pigment, foreign accents and scientists scare these people. even dr. fauci freaks them out. so it stands to reason...","open your eyes, unclog your ears!  stop falling for the fake dems. this is the usa we are a free ppl with strong morals!",0,0,0,between
3003,3003,"chaos, division and a total and utter lack of empathy, is an exact description of the current democrats.",you lie!,0,0,0,between
3004,3004,the only chaos was the obama time. i voted twice and my husband paying for it now. ty for nothing but have to pay out more.,why?,0,0,2,between
3005,3005,she's not aging well at all.,him either. r they snorting coke?,0,0,2,within
3006,3006,"platitudes. zero substance.

joe biden lied us into the iraq war. brags about writing the patriot act, which allows the government to spy on citizens. has tried to cut social security for 40 years. said he would veto medicare for all.

he's not a leader. he's a republican.",he's not a republican. quit trying to push your garbage onto us like you did with the kkk,0,0,0,between
3007,3007,the chaos is orchestrated by the dems and the rioting they are backing.,rubbish,0,0,0,between
3008,3008,michelle speaks from her multi-million dollar mansion about empathy for the peasants.,o but joe knows how to live on my ssd of 12k a year.... yea where is my help?,0,0,0,within
3009,3009,"social security is protected. b/c pelosi wouldn't negotiate, trump called her bluff. now americans are getting the $ she was using as leverage. as chris wallace and a host of others noted, she overplayed her hand. a new bill will now be negotiated and she has no leverage.",how is social security “protected” when you’re permanently getting rid of the way you fund it?,0,0,2,between
3010,3010,michelle speaks from her multi-million dollar mansion about empathy for the peasants.,i was thinking the same thing!,0,2,0,within
3011,3011,"excellent.
social workers are needed.
counselors are needed.",yea? well you need a life sentence at gbay,0,0,0,between
3012,3012,"that is a terrible shame, bc this is one of the good ones. we need them inside, otherwise it is just the and they suck.",,0,0,0,within
3013,3013,michelle speaks from her multi-million dollar mansion about empathy for the peasants.,totally. successful people should never voice their opinions because they have nice stuff. makes perfect sense.,0,0,0,between
3014,3014,"yeah and her husband screwed the hell out of this country in more ways than one! started the hate the police movement, sent cash to foreign countries! and let’s not even discuss obamacare!",thank you for knowing the truth!,1,0,0,within
3015,3015,"yeah and her husband screwed the hell out of this country in more ways than one! started the hate the police movement, sent cash to foreign countries! and let’s not even discuss obamacare!","what an exaggerated, hateful statement-what bull",0,0,0,between
3016,3016,who’s going to respond when you get your head punted in the middle of the road after peaceful protesters cause you to crash?,this seems oddly specific,0,0,0,between
3017,3017,"yeah and her husband screwed the hell out of this country in more ways than one! started the hate the police movement, sent cash to foreign countries! and let’s not even discuss obamacare!","wow, one day you'll learn the truth and all your preconceived ideas on this topic will be blown away.  you obviously take fox as gospel, and they've been lying to you with a vengeance for years.  it's ""entertainment"" tv.",0,0,0,between
3018,3018,who’s going to respond when you get your head punted in the middle of the road after peaceful protesters cause you to crash?,paramedics??,0,0,2,between
3019,3019,"yeah and her husband screwed the hell out of this country in more ways than one! started the hate the police movement, sent cash to foreign countries! and let’s not even discuss obamacare!",is this the new diamond and silk? lol,0,0,2,between
3020,3020,"social security is protected. b/c pelosi wouldn't negotiate, trump called her bluff. now americans are getting the $ she was using as leverage. as chris wallace and a host of others noted, she overplayed her hand. a new bill will now be negotiated and she has no leverage.",trump is trying destroy us and our democracy.   pelosi is a hero and protector of the common citizen,0,0,0,between
3021,3021,"yeah and her husband screwed the hell out of this country in more ways than one! started the hate the police movement, sent cash to foreign countries! and let’s not even discuss obamacare!",liar. or you are just rush informed,0,0,0,between
3022,3022,it was truly empathetic of her husband to go to dallas after those officers were murdered by a black lives matter activist and lecture the police on their racism while they grieved. he cared more for the criminals.,he spent 8 years promoting violence against the police and whites.,0,2,0,between
3023,3023,it was truly empathetic of her husband to go to dallas after those officers were murdered by a black lives matter activist and lecture the police on their racism while they grieved. he cared more for the criminals.,what are you talking about?,0,0,2,between
3024,3024,"worthless. they think they brought out the big guns tonight but it was truly pathetic,  hollywood and michelle osama!!! lmfao !!! trump 2020!!",cry some more karen,0,0,0,between
3025,3025,i want to believe democrats have caused more than enough chaos since last year...from imaginary impeachment to scuttling stimulus packages to supporting anarchists on the streets..pulling down monuments. anarchist democrats,but it’s all bs!,0,0,0,between
3026,3026,what’s not mentioned in michelle obama’s remarks are the constant state of attacks on this president by do nothing democrat’s and media! remember it was michelle’s husband who that was part of the largest political crime of all time!,"sorry you got clunked on your head. ‘nam, was it?",2,0,2,between
3027,3027,nice wig,"no..no..that's mike's real hair..

no plugs or nor..",0,0,0,within
3028,3028,"""donald trump is the wrong president for our country. he has had more than enough time to prove that he can do the job, but he is clearly in over his head. he cannot meet this moment. he simply cannot be who we need him to be for us. it is what it is.”",quit watching fake news and wake up. i about puked watching big mike.,0,2,0,between
3029,3029,"guys, he said the quiet part outloud again.",exactly! the evangelicals are insanely anti simetic.,0,2,0,within
3030,3030,he spent 8 years promoting violence against the police and whites.,"but trump has spent 3.5 years promoting white nationalist nazi's against anyone of color and anyone who disagrees with him, and has done a better job at creating division and racism in a shorter period. the one thing he was able to beat obama at .",0,2,0,between
3031,3031,"guys, he said the quiet part outloud again.",exactly! the evangelicals are insanely anti simetic.,0,2,0,between
3032,3032,"wow, one day you'll learn the truth and all your preconceived ideas on this topic will be blown away.  you obviously take fox as gospel, and they've been lying to you with a vengeance for years.  it's ""entertainment"" tv.","where do u get your news, cnn+msnbc? the same media that caused the covington kid and his family + friends to receive death threats? they constantly lie by omission! i hope he becomes a billionaire from suing these creeps.",0,0,2,between
3033,3033,"open your eyes, unclog your ears!  stop falling for the fake dems. this is the usa we are a free ppl with strong morals!","agreed. any potus, who, while pres elect, pays $25 mil to settle a fraud charge and is banned from operating a charity in his home state adheres to a strong moral sensibility...of the devil...",0,0,0,between
3034,3034,same!! to many dems and far left on  !!!!,too much reality for you?,0,0,2,between
3035,3035,right!!!  what the hell is that about???,so any news source that does not go with your agenda or shows trump in a negative light is fake??!🤣🤣🤣 looks like you guys just have oan left.,0,0,0,between
3036,3036,so glad the potus makes us foreign policy moves to satisfy his voting blocs.,it's for his zionist donors,0,0,0,between
3037,3037,right!!!  what the hell is that about???,it’s news.,0,0,0,between
3038,3038,"wow, that was oddly honest admitting to pandering to the evangelicals to get the republican vote.",it's a lie he did it for his son in law and his zionist donors,0,0,0,between
3039,3039,"fox has long abandoned their audience (thank u leftist paul ryan andmurdoch children who donated to biden) only fox shows worth watching is,tucker, ingram and hannity",,0,0,0,within
3040,3040,"wow, that was oddly honest admitting to pandering to the evangelicals to get the republican vote.",hes always honest,0,0,0,between
3041,3041,"i miss when news was just news. objective.  

now no one can handle hearing a bit of balanced info? come on.","i plan on watching the rnc even though i know it will be a reiteration of trump's verbal diahrea for the past 4 years.  how he won in 2016, how he built the wall, how he stopped the ""china virus"" by closing the border, etc. it'll be rough, but i'll watch.",0,2,0,between
3042,3042,"there’s no validity to the claims made in the bible in actual reality.  

but here we have the president of the united states meddling in geo politics - on behalf of a religion.",and it's not christianity,0,0,0,between
3043,3043,"kimmyjo, the world is changing and tonight was just the first night. get used to it lady - trump is a vile human and his days are numbered. we are finally going to have compassionate leadership in this country. glad to see fox news is finally getting on the right side of history",sorry biden is a joke.,0,0,0,between
3044,3044,"kimmyjo, the world is changing and tonight was just the first night. get used to it lady - trump is a vile human and his days are numbered. we are finally going to have compassionate leadership in this country. glad to see fox news is finally getting on the right side of history","why didn't she show the riots or the guy getting beat up from the news? why does she lie about the cages her husband built? peaceful protests, show me one!",0,0,2,between
3045,3045,"the trump presidency has shown to the world that the us is weak, with a population that is too dumb to recognise a fraudster when he’s biting them in the nose.  hope the majority votes biden for the sake of their country. come on america get a hold of yourself!","most of us like our police and option to bear arms,also like suburbs vs city option for living styles ,we don’t like chaos, theft, killers , anarchy,rapist, pedos , socialism and pretty much everything your dems support! just like biden said “it’s not about our rights”, fck that",0,0,0,between
3046,3046,"parents need to say bye-bye to public school, they don't educate they indoctrinate and if the demanded version of history the 1619 project is allowed into school it will get worse. time for private or charter schools after a thorough vetting of the school and teachers.",my kids got a great public and are doing quite well in technical fields and making bank. indoctrination my ass.,0,2,0,between
3047,3047,"nope, absolutely not!! zero confidence, if i could give you a negative number in confidence, it would be negative infinity!! at this point a kindergartner could do your job. they would at least have empathy and compassion for others.","nancy rips up everyone's $1200 checks like they were a speech...

and you lash out at trump?",0,0,2,between
3048,3048,"the trump presidency has shown to the world that the us is weak, with a population that is too dumb to recognise a fraudster when he’s biting them in the nose.  hope the majority votes biden for the sake of their country. come on america get a hold of yourself!",biden is a creep,0,0,0,between
3049,3049,"the trump presidency has shown to the world that the us is weak, with a population that is too dumb to recognise a fraudster when he’s biting them in the nose.  hope the majority votes biden for the sake of their country. come on america get a hold of yourself!",majority doesn't win,0,0,0,between
3050,3050,"he has no clue about the evangelists' agenda in israel. that the apocalypse is supposed to save the ""faithful"" (meaning themselves, of course) while the citizens of israel all to straight to hell. and they support him for waving a bible after a brutal attack on peaceful protectors.",yeah but what is the zionist agenda for israel? does moving the embassy to jerusalem contradict it?,0,0,2,between
3051,3051,"yeah, because i god forbid someone tell you the truth and shatter all the lies you've been told.",she as big a liar as her husband!,0,0,0,between
3052,3052,"it’s hard for you folks to hear the truth, isn’t it?",what she said is not the truth! she complained about cages her husband built!,0,0,0,between
3053,3053,"i woulda read it, if i coulda read it.",me too. not paying for the hill.,0,2,0,within
3054,3054,"yes, they said it tonight, they want to “flip” the senate, get the  presidency, and still control the house. 
good checks and balances 

and they say trump is the dictator",i'm gunna guess you never complained once when republicans controlled all three 🤔,0,0,0,between
3055,3055,does kasich actually do anything other than kvetch about trump on ?,there’s a lot of money in doing just that,0,0,0,within
3056,3056,"yes, they said it tonight, they want to “flip” the senate, get the  presidency, and still control the house. 
good checks and balances 

and they say trump is the dictator",thats right!! president trump must fix the election to prevent these authoritarian democrats from getting in and abusing power!!! they cant be allowed to win the elections,0,0,0,between
3057,3057,why would you torture yourself like that?,"lol needed to watch and see for myself how much worst or low they would go after losing the first election. the pathetic pandering was nauseating, a bit puzzling as to who was their target audience?",0,2,0,within
3058,3058,"that's laughable considering who you support. 

also your profile picture goes against acceptable flag regulations. go learn them.","might be, but those who support trump are happily supporting him! michelle didn’t come through for biden till the end. embarrassingly she had to bear it and grin to endorse biden, a man her husband thinks is going to fk up the election and lose while hiding in a basement!",0,2,0,between
3059,3059,cause of the hatred of the obama administration????,i do not hate anybody.  i did find a lot of divisiveness during the obama administration .  agencies were weaponized to go after political enemies.  ap reporters were spied upon.  police were demonized.,0,2,0,within
3060,3060,wow that’s crazy,what's next? crossover games?,0,0,2,within
3061,3061,kanye just wants what's best for america.,bullshit.,0,0,0,between
3062,3062,"look at the dopes behind her, what have they ever done for anyone.",nothing but spread hate..i said the same when i saw whoopie behind her..,0,2,0,within
3063,3063,some people might be able to afford to stay locked up at home but most of us can’t.  not sure if the government could carry everybody financially the whole time a vaccine was being worked on either.,freedom rocks,0,0,0,between
3064,3064,will you reduce that number by 6500 for the stupid nursing home deaths that king cuomo  was responsible for? or what about the gov of pa or nj? i guess stupid is as stupid does amongst that trio.,"maybe reduce it another 100k for the deaths that were reported as coronavirus but were actually other causes ( heart attack, motor vehicle accidents, drug/alcohol abuse, murders)",0,0,0,between
3065,3065,maybe he should of put a travel  ban on china early on. oh he did and was called a racist. mean while pelosi was down in chinatown telling the world not to worry. liberalism is mental disorder.,"don't forget the 5 or 6 thousand cuomo killed. 
oh my bad i forgot. 
he's a democrat so those lives don't matter.",0,0,0,between
3066,3066,i am so tired of this 🤡 whining every single day!  🤦‍♀️,you spelled winning wrong,0,0,0,between
3067,3067,"but they want to put you in jail for not wearing a mask!
🧐","they release prisoners because they can't keep them safe(?), but will put you in the same place for not wearing a mask....how does this make sense in anyone's worlds?",0,0,2,between
3068,3068,“i need everybody to remember this because i’m going to refuse to leave”.,"think they have a plan for you if u don’t, leave , isn’t worried about it, the military,other adgencies have a plan for you,ss doesn’t work for you anymore after biden is sworn in, if u refuse to leave ,u will be a trespasser,arrested and treated like anyone else",0,0,0,within
3069,3069,was it incompetence? 50% of all covid deaths come from nursing homes in 5 democrat states where the governors put covid patients into. anyone with common sense would know thats a death sentence to the elderly. it was probably on purpose to get maximum deaths to blame on trump,,0,0,0,between
3070,3070,her speech was awful!!,your mum is awful,1,0,0,between
3071,3071,her speech was awful!!,awful good.,0,0,0,between
3072,3072,🤢🤮🤢🤮🤢🤮🤢🤮🤢🤮,pssssssssssss.....,0,0,0,between
3073,3073,kanye just wants what's best for america.,kanye wants what's best for kanye. ppl who can't see this are truly out of touch.,0,0,0,between
3074,3074,god please help us never to return to a obama day,*an,0,0,0,between
3075,3075,wow!! you think obama made race relations worse?? tell me how.  really curious. i’m a white australian and i’m super interested in your response.,she can't. it's like pointing out a fire makes it worse.,0,0,0,between
3076,3076,well when you use crayons as a snack. i understand where you come from.,"or sniff glue like us trumpanzees, right buddy?",0,0,2,between
3077,3077,the us intelligence community’s job is to listen to conversations with foreign advisaries. did you forget about the patriot act?,🧐,0,0,0,between
3078,3078,haha sounds so childish. he spied on me mommy.,it's called treason!,0,0,0,between
3079,3079,haha sounds so childish. he spied on me mommy.,it's called treason!,0,0,0,between
3080,3080,haha sounds so childish. he spied on me mommy.,it's called treason!,0,0,0,between
3081,3081,"defy the will of the people? you can thank putin for that, you know...the one they were spying on. seems you're ok with foreign interference as long as it helps your guy win?","i’m concerned with any potential interference in our elections; whether it’s china, russia, or the democrats. what obama and his goons did had nothing to do with protecting the election. i guess you’re okay with treason as long as it takes out the person you don’t like!",0,0,0,between
3082,3082,trump is the greatest us president of the 21st century,,0,0,0,within
3083,3083,i don’t believe it. some people are being counted multiple times and others have died of other things and counted as covid related. and the tests aren’t even accurate. it’s bull.,why do i have a funny feeling that if president obama was still in office with these numbers you would believe it.,0,0,0,between
3084,3084,trump is the greatest us president of the 21st century,🤣🤣,0,0,0,between
3085,3085,slowjoe and the left are the downfall of this great country!,"we are here because of trump, and trump alone.",0,0,0,between
3086,3086,bot,hahaha! nope. a suburban white mom. goodbye.,0,0,0,between
3087,3087,bot,,0,0,0,between
3088,3088,hate speech is the only thing these liberals know. they’re filled with so much hate that it’s crazy,yet trump is the hateful one who wants to take peoples rights away.,0,0,0,between
3089,3089,russian trollbot,if i was. i would be helping the dnc. since djt had nothing to do with them. it was all the dnc.,0,0,0,between
3090,3090,russian trollbot,china bot!,0,0,0,between
3091,3091,republicans in congress blocked everything obama wanted to do. and he still managed to do good. the man gave it all. trump is a disgrace to the us. bye russian troll!,excuses. he had no obstacles for 18 months,0,2,0,between
3092,3092,20 million more people were insured and eliminated pre-existing conditions for all. unemployment was at 4.7% when president obama left office bringing it down by half. trump moved the needle a point.,and price people right off ther me plans,0,0,0,between
3093,3093,20 million more people were insured and eliminated pre-existing conditions for all. unemployment was at 4.7% when president obama left office bringing it down by half. trump moved the needle a point.,your number is off. 20 mil of new insurers. or some had insurance and just switched to aca. 20 mil that had no insurance then got it with aca doesn’t seem right. maybe u are. that’s a big number. show where it broken down.,0,0,0,between
3094,3094,yet we the usa has had the best economy the highest work force lowest unemployment. in the history of the united states! under mr president trump.,"keyword: had

now cuz of his lack of belief in science, our country has the highest rate of unemployment we’ve ever seen. he still refuses to act, because he’s incompetent. 

it is what it is.",0,2,0,between
3095,3095,"your ""candidate"" can't put 3 coherent  sentences together. that's someone who can't meet the moment.",,0,0,0,between
3096,3096,"trump can fix the issue, but hes got his hands tied because of liberals crying. as soon as he's re-elected, the non-sense will stop. guaranteed.","he had the house, senate, white house and doj all doing his bidding. dems are not to blame for his failures. for once in his petty life he will be forced to accept responsibility for his own failures. trump is the ultimate snowflake.",0,0,0,between
3097,3097,she was a hippocrit.  she hates the american people we are deplorables unless we are movie stars or millionaires.,"a ""hippocrit""? 🤣
are you a bot, or one of ?",0,0,2,between
3098,3098,"funny how now we are getting all the stories about kids getting covid. no stores before... but now that going back to school is an issue, as lol the stories come out of the woodwork",there was stories before. you just didn't listen,0,0,0,between
3099,3099,she was a hippocrit.  she hates the american people we are deplorables unless we are movie stars or millionaires.,ohhh - racists did like the speech ?? too many difficult words??,0,0,2,between
3100,3100,she was a hippocrit.  she hates the american people we are deplorables unless we are movie stars or millionaires.,ohhh - racists did like the speech ?? too many difficult words??,0,0,2,between
3101,3101,"worst first lady ever, along with the worst president in history",thank you. finally someone who is sane and has a brain,0,2,0,between
3102,3102,"and as soon as the killer turns out to be the usual demographic, it will be swept under the rug.",,0,0,0,between
3103,3103,"she really didn’t say anything. feelings blah blah blah feelings.  it’s because the dems have nothing. no good policies, just muh feelings.",michelle sounded like she really needs a counselor.,0,0,0,between
3104,3104,the only people who are mad in this world are the people voting for biden 🤷‍♀️,"you mean the non racist, the educated and patriots ?",0,0,2,between
3105,3105,"it's speech, not speach.",cool it karen!,1,0,0,between
3106,3106,yes a speech coming from the wife of a president that literally had everything he did reversed or canceled by donald trump!! real surprise she was critical of him  i think it’s more like a fit of jealousy beings trump actually accomplished great things unlike barrack,"wwash - you're looking upset and jealous!
it is what it is 🤷",0,0,0,between
3107,3107,🤢🤮🤢🤮🤢🤮🤢🤮🤮🤮,ohhh - racists did like the speach ?? too many difficult words??,0,0,0,between
3108,3108,his name is michael,that's not what your mother calls me.,0,0,0,between
3109,3109,how did they improve social injustice and so many other things during their 8 years??? they used office to get rich after...they are phony!,u uneducated- yes ?,0,0,2,between
3110,3110,what 46 dimwits liked this marvelous contribution to the conversation? ffs raise your standards.,"hey lay off the russian bot... the comrade with the worst tweets goes out the window ""accidentally""",0,0,0,between
3111,3111,yeah but what is the zionist agenda for israel? does moving the embassy to jerusalem contradict it?,"i don't think it means a damn thing to them; it's just an american embassy. and as long as bebe remains in office and out of prison, their only agenda seems to be to kill palestinians and steal as much of their territory as possible. at this point,most israelis do not support this.",0,0,0,between
3112,3112,i don’t believe it. some people are being counted multiple times and others have died of other things and counted as covid related. and the tests aren’t even accurate. it’s bull.,of course you don’t believe it joyce.  you swallowed trumps lies as if they were reality.,0,0,0,between
3113,3113,"notice the difference between now and when he had to do the ""walk of shame"" after his failed campaign rally in june.","his tie is still in tact this time around.

the rest is still the same.",0,0,0,within
3114,3114,and it's not christianity,huh,0,0,0,between
3115,3115,you can’t be a “true american” when you hate america!,"like someone whose inaction has lead to over 175,000 deaths? that kind of hate?",0,0,0,between
3116,3116,exactly! the evangelicals are insanely anti simetic.,they think jews regaining jerusalem is some kind of harbinger for the 2nd coming or some crazy thing like that,0,0,0,within
3117,3117,exactly! the evangelicals are insanely anti simetic.,"israelis respond to trump, u.s. embassy move to jerusalem  via",0,0,0,between
3118,3118,yeah a true american marxist,bravo stand tall patriot!!,1,0,0,between
3119,3119,yeah a true american marxist,suzanne is not very smart,0,0,0,between
3120,3120,i don’t think this takes into account population density,"perhaps but it takes into account what happens when cuomo forced nursing homes to accept test positive seniors. the death toll rises fast. 

compare ny deaths/million to states with higher population:  

ny   1692
fl     444
tx    349
ca    287",0,0,0,between
3121,3121,o the economy is good.. wow i bought a house for 120k under obama. sold it for 215k under trump so whos economy was doing better?,obama’s.,0,0,0,between
3122,3122,u spelt trump wrong,this is exactly how trump is he thinks he owns u if he does his job as the president of the united states,0,0,0,between
3123,3123,dude is out there waving to the same 3 camera men and pretending there's a crowd.,ummmm...,0,0,0,between
3124,3124,"blah blah blah..spying blah blah...alexa, how many deaths from covid-19 on trump’s watch today?",yea didn't you hear trump manufactured the virus and single handedly started infecting everyone.,0,0,0,between
3125,3125,"and right about now, melania was plagiarizing michelle's speech.",that's the best you got?,0,0,2,between
3126,3126,"little danny is mad at life, give him his bleach please",i have nothing about my life to be mad about. very blessed and thankful.,0,2,0,between
3127,3127,"certainly did - 170,000 deaths",obama murdered millions of innocents abroad,0,0,0,between
3128,3128,"certainly did - 170,000 deaths","300,000 deaths from h1n1 under obama in the first year alone!",0,0,0,between
3129,3129,"for what, lib? for hurting your precious liberal feelings since 2016?🤣",i’m not a lib though soooo  run along now....,0,0,0,between
3130,3130,"certainly did - 170,000 deaths","never heard of china? as in chinese virus, ...from china?",0,0,2,between
3131,3131,she is like us.  you talk about her at the height of her american dream but you fail to talk about her humble beginnings.  you can not say that about any trump.,"raised on the south side of chicago, illinois, obama is a graduate of princeton university and harvard law school. in her early legal career, she worked at the law firm sidley austin where she met barack obama.

so you went to law school too?",0,2,2,between
3132,3132,"certainly did - 170,000 deaths",it’s a virus that’s affecting the world; it will run its course and fade out. because science. and liberals whined when trump closed borders + stopped people from coming into the country last spring. dems have become extremists who want socialism.,0,0,0,between
3133,3133,"what has he done to negatively impact your life in the last 3.5 years, name one thing!","nothing, i'm aussie but 170k americans dead, it doesn't impact their lives either as they are already dead. so you are right, nothing negative. well done. lol",0,0,0,between
3134,3134,"certainly did - 170,000 deaths",wasn’t it the democrats that refused the borders to be closed and called republicans racists for wanting to??  and then they called for all these protests..called for the looting and rioting???  showed off a freezer full of ice cream...,0,2,0,between
3135,3135,the man works more in a month than most of you freeloading libs have in your entire lives,ha ha ha. that’s hilarious.,0,0,0,between
3136,3136,"certainly did - 170,000 deaths",china virus!!!  trump didn’t create it or release it china did!!     ignorance doesn’t get you far in life,0,0,0,between
3137,3137,"certainly did - 170,000 deaths",that’s all on the hypocrisy of the hatefully hypocritical xenophobic bigoted corrupt neoleftist fascists demonrats of the dncc. they are the only ones directly responsible for and connected with this virus to enter and spread.,0,0,0,between
3138,3138,"certainly did - 170,000 deaths",china clown ...,0,0,0,between
3139,3139,"certainly did - 170,000 deaths",🥴,0,0,0,between
3140,3140,"certainly did - 170,000 deaths",wake up.,0,0,0,between
3141,3141,"ummm, not hard at all",troll fail.,0,0,0,between
3142,3142,"certainly did - 170,000 deaths","i assume you didnt look at historical death#... see below.  you can calculate the ave. monthly death, estimate the  jan-aug total, compare it this year's number, then make your own conclusion...simple enough, right? wonder why no media is doing this?",0,0,0,between
3143,3143,democrats founded the kkk but facts probably dont matter to you do they?,"southern democrats to be intellectually correct!!

which their ideology was later adopted by the republicans!

so there's that!!",0,0,0,between
3144,3144,"certainly did - 170,000 deaths",🤔,0,0,0,between
3145,3145,"certainly did - 170,000 deaths",uh trump didnt create the virus! biden's buddies in china did that,0,0,0,between
3146,3146,"yes, we had confidence that trump actions today were meant to screw hard working americans. $1,200 per month less, while he cons his supporters into believing he's some kind of hero.","umm...the benefits expired.

he just gave them $1600 per month more than congress provided for them.

on top of that...nancy tore up everyone's $1200 checks like they were  the sotu speech!",0,2,0,between
3147,3147,"certainly did - 170,000 deaths","china killed those people, stop sounding stupid!",0,0,0,between
3148,3148,racist must hate smart black women !!! michelle was awesome!!!,,0,0,0,between
3149,3149,melania is not much of a genius and her english is little weak,"dummy, she speaks 5 languages.   how many do you speak?",0,0,2,between
3150,3150,ohhh - racists did like the speach ?? too many difficult words??,"well obviously you can’t spell, so the difficult words must be yours. and only racists dwell on race and attack minorities like myself on race.",0,0,0,between
3151,3151,"contrary to the past 4 years with trump, politics isn’t supposed to be a side show circus. that’s just the unintended consequence of electing a failed businessman and reality show contestant.",doesn't change the fact that the convention induced a nap.,0,0,0,between
3152,3152,john who?,joe mustache,0,0,0,within
3153,3153,"why do you all insist that the world and country are doomed? if we listened to the democrats, we might as well just shoot our selves now. it’s all over!","did you see anything trump said about america in 2015/16? btw, are you going to buy michael cohen's upcoming book?",0,0,2,between
3154,3154,yeah uh this has been a thing for games for longer than its been big with movies lol,"i mean, no, film remakes have been popular since before video games existed, but yeah they're still incredibly late on this",0,0,0,within
3155,3155,i really wish jon landis would direct that helicopter.,oof.,0,0,0,within
3156,3156,it's time trump gives her a nickname,what would be a good one ???,0,0,2,between
3157,3157,what a clown. not voting is a vote for trump.,yes,0,0,0,within
3158,3158,"are you hurting? 
that’s the kind of thing someone in pain would say. 

i’m sorry for you regardless.",me ?,0,0,0,within
3159,3159,time for him to get back to doing nothing...,"hey, tweeting from the shitter is hard work, buddy.",0,0,0,within
3160,3160,she gets 60 seconds... john kasich hot 3 minutes and he’s a republican.,60 seconds was too much time.,0,0,0,within
3161,3161,"really rising star, she's a freaking train wreck a complete and total fool, you need to rethink what you print. off topic here, but juan williams really needs to leave the five, give him a time slot say around 3:50 a.m. no talking just eye rolls and making faces. just saying",this isn't the fox you used to know.,0,0,0,within
3162,3162,this man is tireless beast in a good way. his energy is off the chain. when does he sleep?,he’s a drug addict.,0,0,0,between
3163,3163,traitor trump is done!!!,🤪🤪,0,0,0,between
3164,3164,byedon 2020,ummm similar in 2016🤷‍♀️ wouldn't be so cocky,0,0,0,between
3165,3165,byedon 2020,"keep deceiving yourself, you said more than this in 2016",0,0,0,between
3166,3166,byedon 2020,1984 repeat,0,0,0,between
3167,3167,byedon 2020,in your dreams,0,0,0,between
3168,3168,. i am voting the exact same way. my vote will not be a lie.,cowards,0,0,0,within
